2.692307949	2.67531991	2.687430859	2.651429892	2.643569946	2.685907602	2.767607927	2.676832438	2.687419891	2.663320065	0	2.707853317	2.688777685	2.699640036	2.660347462	2.693530083	2.707032204	2.68987608	2.686421633	2.699646473	2.795883179	2.683962584	2.687419891	2.693122625	2.693530083	2.699640036	2.675329924	2.625067472	2.669319868	2.693530083	2.586791992	2.687419891	2.692002535	2.672319889	2.687419891	2.651429892	2.67531991	2.687419891	2.489195824	2.67531991	2.697603226	0	2.678344965	2.651429892	2.663320065	2.651429892
2.691493273	2.67531991	2.68396306	2.649464846	2.639640093	2.687419891	2.759861946	2.677048445	2.683386564	0	2.651429892	2.703746796	2.687419891	2.693530083	2.662153006	2.691493273	2.701400042	2.684409857	2.68137002	2.697603464	2.794955015	2.682234287	2.690474987	2.692307949	2.694752216	2.699640036	2.67531991	2.627959967	2.673605442	2.690474987	2.586771965	2.687419891	2.691493273	2.67291975	2.679353237	2.651429892	2.67531991	2.68396306	2.484003067	2.673986435	2.697894335	0	2.677336693	2.651429892	2.657374859	2.651429892
2.699640036	0	2.686075687	2.649956226	2.651429892	2.684744358	2.762419939	2.680160046	2.687419891	2.663320065	2.651429892	2.711960077	2.687446594	2.691493273	2.66187501	2.687419891	2.702378035	2.683962584	2.683962584	2.693530083	2.794934988	2.68137002	2.689456701	2.692851067	2.693530083	2.699640036	2.666319847	2.624103308	2.672319889	2.699640036	2.572943449	2.684999943	2.690135479	2.671319962	2.676832438	2.651429892	2.67291975	2.686221838	2.488934994	2.67531991	2.699640036	0	2.679353476	2.651429892	2.651429892	2.651429892
2.694751978	0	2.682579994	2.651429892	2.639640093	2.685907602	2.762419939	2.682882309	2.677336693	2.663320065	2.657375097	2.704920053	2.685691595	2.693544865	2.656714439	2.685907602	2.699640036	2.687419891	2.67531991	2.699640036	2.792134523	2.685403109	2.68137002	2.691493273	2.687419891	2.697603464	2.67531991	0	2.663320065	2.693530083	2.576669931	2.687443972	2.694402933	2.672319889	2.679353237	2.649464846	2.67531991	2.682042122	2.494510889	2.67531991	2.698112726	2.666320086	2.68137002	2.651429892	2.655393362	2.651429892
2.696585178	2.669320107	2.680505753	2.651429892	2.639640093	2.687443972	2.766723394	2.676832438	2.57480669	2.669319868	2.660941839	2.705800056	2.685403109	2.695566416	2.655888557	2.687431812	2.699652672	2.684744358	2.68137002	2.693530083	2.786498547	2.684395075	2.687419891	2.690911531	2.692307949	2.695566893	2.67291975	2.627959967	2.672319889	2.692307949	2.587899923	2.687419891	2.688777685	2.670819998	2.68137002	2.651429892	2.671319962	2.683399916	2.500139952	2.674119711	2.699640036	0	2.683386803	2.651429892	2.654402494	2.651429892
2.694752216	0	2.68396306	2.65012002	2.639640093	2.685907364	2.762419939	2.683386564	2.572333336	2.669320107	0	2.702720165	2.683386564	2.695057631	2.655007839	2.6860888	2.699640036	2.685403109	2.685403109	2.695566893	2.788377285	2.68396306	2.684999943	2.690911531	2.685403109	2.690474987	2.67531991	2.624103308	2.672319889	2.691493273	2.580413342	2.683386803	2.690135479	2.668119907	2.679353476	2.651429892	2.676832438	2.682882547	2.502839565	2.673605442	2.696924448	2.663320065	2.679353237	2.651429892	2.65652585	2.651429892
2.693530083	2.672319889	2.685691357	2.651429892	2.63380003	2.682882547	2.762419939	2.683386564	2.571079969	2.655393362	2.651429892	2.699640036	2.68396306	2.695057631	2.656525373	2.687431812	2.698112488	2.68137002	2.683386564	2.699640036	2.792743444	2.685403109	2.687419891	2.689456701	2.687419891	2.695566893	2.67531991	2.627959967	2.67531991	2.690474987	2.584536076	2.687419891	2.687443972	2.672653437	2.677048445	2.651429892	2.673832417	2.683386803	2.51129961	2.672319889	2.699640036	2.663320065	2.680505753	2.651429892	2.653411627	2.651429892
2.691493273	2.675336599	2.684394836	2.649956226	2.639640093	2.685907364	2.762419939	2.677739859	2.564432144	2.659356833	2.651429892	2.699640036	2.687419891	2.693530083	2.65886116	2.687419891	2.699640036	2.689456701	2.683386803	2.696148634	2.790003777	2.682579994	2.687419891	2.688947439	2.687479973	2.699640036	2.663320065	2.627959967	2.67531991	2.693529844	2.582259893	2.687419891	2.689165592	2.673319817	2.67531991	2.651429892	2.671905756	2.686209917	2.513954878	2.674119711	2.698112726	2.657375097	2.67531991	2.649464846	2.658874989	2.649464846
2.691493273	2.67531991	2.679353476	2.651429892	2.639640093	2.685922384	2.762419939	2.677048445	2.564748526	2.657375097	2.656185865	2.699640036	2.687419891	2.68987608	2.651429892	2.687419891	2.699654102	2.682579756	2.679353476	2.697894335	2.788377047	2.678344965	2.690911531	2.687439919	2.693530083	2.693530083	2.672319889	2.625067472	2.663320065	2.694752216	2.589027882	2.687419891	2.691493273	2.66865325	2.683386803	2.651429892	2.67531991	2.687437057	2.513423681	2.672653198	2.697894335	2.663374901	2.68137002	2.651429892	2.657374859	2.651429892
2.695566893	2.672319889	2.682579994	2.651429892	2.639640093	2.689165592	2.756025076	2.68137002	2.564432144	2.651429892	2.651429892	2.699640036	2.68137002	2.692851067	2.655405521	2.687419891	2.699640036	2.68137002	2.67531991	2.697196245	2.788360119	2.677739859	2.68137002	2.687437057	2.687419891	2.699640036	2.667320013	2.625067472	2.67531991	2.691493273	2.584516048	2.684999943	2.685691357	2.670833588	2.677336693	2.651429892	2.669319868	2.684731007	2.515547752	2.670819998	2.693530083	2.651429892	2.677336693	2.651429892	2.653128386	2.651429892
